id	raw	isbn	publisher	issn
607598	Special Interest Group on Computer Graphics			0097-8930
607814	IEEE International Conference on Systems Man and Cybernetics Conference Proceedings			1062-922X
607821	IEEE International Conference on Systems Man and Cybernetics Conference Proceedings			1062-922X
607901	IEEE International Conference on Systems Man and Cybernetics Conference Proceedings			1062-922X
607915	IEEE International Conference on Systems Man and Cybernetics Conference Proceedings			1062-922X
607929	SPIRE 2015 Proceedings of the 22nd International Symposium on String Processing and Information Retrieval - Volume 9309			0302-9743
607980	IEEE International Conference on Systems Man and Cybernetics Conference Proceedings			1062-922X
608136	Lecture Notes in Computer Science			0302-9743
608184	BIOMEDICAL ENGINEERING SYSTEMS AND TECHNOLOGIES			1865-0929
608500	IEEE Transactions on Instrumentation and Measurement			0018-9456
608529	IEEE Transactions on Instrumentation and Measurement			0018-9456
608544	JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS			1536-9323
608546	JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS			1536-9323
608569	JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS			1536-9323
608711	JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS			1547-2450
608829	IEEE Transactions on Instrumentation and Measurement			0018-9456
608960	JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS			1547-2450
608985	JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS			1547-2450
608994	JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS			1547-2450
608996	JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS			1547-2450
609022	JOURNAL OF KNOWLEDGE MANAGEMENT			1367-3270
609081	JIPS			
609100	Information Economics and Policy		North-Holland	0167-6245
609139	JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION			1047-3203
609321	JOURNAL OF INTELLIGENT SYSTEMS			0334-1860
609451	Journal of Visual Communication and Image Representation		Academic Press	1047-3203
609522	IEEE Transactions on Wireless Communications			1536-1276
609691	Applied Soft Computing		Elsevier	1568-4946
609780	Applied Soft Computing		Elsevier	1568-4946
609808	Applied Soft Computing		Elsevier	1568-4946
609873	Applied Soft Computing		Elsevier	1568-4946
609876	IEEE Transactions on Wireless Communications			1536-1276
609904	Applied Soft Computing		Elsevier	1568-4946
609953	CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING			2152-2715
610059	CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING			2152-2715
610151	Microwaves, Communications, Antennas and Electronics Systems			1932-4537
610155	IEEE Transactions on Wireless Communications			1536-1276
610178	IEEE Transactions on Wireless Communications			1536-1276
610246	AI COMMUNICATIONS			0921-7126
610260	AI COMMUNICATIONS			0921-7126
610265	Applied Soft Computing		Elsevier	1568-4946
610314	Genomics, Proteomics & Bioinformatics		Elsevier	1672-0229
610321	Genomics, Proteomics & Bioinformatics		Elsevier	1672-0229
610357	Journal of Biomedical Informatics		Academic Press	1532-0464
610475	JOURNAL OF ORGANIZATIONAL AND END USER COMPUTING			1546-2234
610553	THEORETICAL COMPUTER SCIENCE			0304-3975
610559	IEEE Geoscience and Remote Sensing Letters			1545-598X
610571	IEEE Geoscience and Remote Sensing Letters			1545-598X
610572	IEEE Geoscience and Remote Sensing Letters			1545-598X
610604	THEORETICAL COMPUTER SCIENCE			0304-3975
610660	THEORETICAL COMPUTER SCIENCE			0304-3975
610686	IEEE Geoscience and Remote Sensing Letters			1545-598X
610696	IEEE Geoscience and Remote Sensing Letters			1545-598X
610822	Discrete Optimization		Elsevier	1572-5286
610830	Journal of Biomedical Informatics		Academic Press	1532-0464
610880	Journal of Economic Theory		Academic Press	0022-0531
610932	Journal of Economic Theory		Academic Press	0022-0531
610970	JOURNAL OF CHEMICAL INFORMATION AND MODELING			1549-9596
610997	JOURNAL OF CHEMICAL INFORMATION AND MODELING			1549-9596
611071	SPATIAL COGNITION AND COMPUTATION			1387-5868
611167	JOURNAL OF CHEMICAL INFORMATION AND MODELING			1549-9596
611179	Computer Networks		Elsevier	1389-1286
611242	JOURNAL OF COMPUTER ASSISTED LEARNING			0266-4909
611305	Adv. Model. and Simul. in Eng. Sciences			2213-7467
611352	IEEE Geoscience and Remote Sensing Letters			1545-598X
611399	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS			1343-0130
611423	JOURNAL OF ADVANCED COMPUTATIONAL INTELLIGENCE AND INTELLIGENT INFORMATICS			1343-0130
611617	KYBERNETIKA			0023-5954
611620	KYBERNETIKA			0023-5954
611707	KYBERNETIKA			0023-5954
611739	KYBERNETIKA			0023-5954
611836	KYBERNETIKA			0023-5954
611837	KYBERNETIKA			0023-5954
611951	KYBERNETIKA			0023-5954
612017	KYBERNETIKA			0023-5954
612157	KYBERNETIKA			0023-5954
612169	KYBERNETIKA			0023-5954
612308	KYBERNETIKA			0023-5954
612540	KYBERNETIKA			0023-5954
612541	KYBERNETIKA			0023-5954
612565	KYBERNETIKA			0023-5954
612590	KYBERNETIKA			0023-5954
612761	KYBERNETIKA			0023-5954
612792	IFAC Proceedings Volumes		Elsevier	1474-6670
612833	KYBERNETIKA			0023-5954
612890	KYBERNETIKA			0023-5954
612905	KYBERNETIKA			0023-5954
612916	KYBERNETIKA			0023-5954
612925	KYBERNETIKA			0023-5954
612991	Microelectronics Journal		Elsevier	0026-2692
612996	IEEE Trans. Information Forensics and Security			1556-6013
613006	Integration		Elsevier	0167-9260
613072	ASIACRYPT			0302-9743
613151	J. Cryptographic Engineering			2190-8516
613238	ADVANCES IN OPERATIONS RESEARCH			1687-9147
613246	AsiaCCS	978-1-4503-4233-9		
613276	MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE			0960-1295
613297	MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE			0960-1295
613361	JOURNAL OF CELLULAR AUTOMATA			1557-5969
613364	JOURNAL OF CELLULAR AUTOMATA			1557-5969
613478	Military Communications Conference - Communications-Computers: Teamed for the 90's, 1986. MILCOM 1986. IEEE			0090-6778
613511	BRIEFINGS IN BIOINFORMATICS			1467-5463
613532	Computers & Electrical Engineering		Pergamon	0045-7906
613594	Computers & Electrical Engineering		Pergamon	0045-7906
613632	JOURNAL OF WEB ENGINEERING			1540-9589
613681	Computers & Electrical Engineering		Pergamon	0045-7906
613710	Computers & Electrical Engineering		Pergamon	0045-7906
613824	Computers & Mathematics with Applications		Pergamon	0898-1221
613827	Computer Physics Communications		North-Holland	0010-4655
613852	Computer Physics Communications		North-Holland	0010-4655
613883	Computers & Mathematics with Applications		Pergamon	0898-1221
613934	Computers & Mathematics with Applications		Pergamon	0898-1221
614014	IEEE Internet of Things Journal			
614041	ICST Trans. Security Safety			
614104	Computer Physics Communications		North-Holland	0010-4655
614154	Computer Physics Communications		North-Holland	0010-4655
614171	Computer Physics Communications		North-Holland	0010-4655
614180	Computer Physics Communications		North-Holland	0010-4655
614233	Computers & Mathematics with Applications		Pergamon	0898-1221
614295	Computers in Human Behavior		Pergamon	0747-5632
614325	Computers in Human Behavior		Pergamon	0747-5632
614343	Computers in Human Behavior		Pergamon	0747-5632
614388	Computers in Human Behavior		Pergamon	0747-5632
614397	Computers in Human Behavior		Pergamon	0747-5632
614593	BIO-ALGORITHMS AND MED-SYSTEMS			1895-9091
614600	DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE			1462-7264
614602	DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE			1462-7264
614721	Foundations and Trends in Electronic Design Automation			1551-3939
614830	Computers in Human Behavior		Pergamon	0747-5632
614892	Computers in Human Behavior		Pergamon	0747-5632
614930	Computers in Human Behavior		Pergamon	0747-5632
614969	Neurocomputing		Elsevier	0925-2312
614970	Neurocomputing		Elsevier	0925-2312
614974	Neurocomputing		Elsevier	0925-2312
614996	Neurocomputing		Elsevier	0925-2312
615086	Neurocomputing		Elsevier	0925-2312
615099	Neurocomputing		Elsevier	0925-2312
615134	Neurocomputing		Elsevier	0925-2312
615172	Neurocomputing		Elsevier	0925-2312
615192	Neurocomputing		Elsevier	0925-2312
615249	Neurocomputing		Elsevier	0925-2312
615257	Neurocomputing		Elsevier	0925-2312
615260	NEUROCOMPUTING			0925-2312
615326	Neurocomputing		Elsevier	0925-2312
615364	Neurocomputing		Elsevier	0925-2312
615494	Neurocomputing		Elsevier	0925-2312
615686	JOURNAL OF MEDIA PSYCHOLOGY-THEORIES METHODS AND APPLICATIONS			1864-1105
615707	JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH			1076-9757
615762	Neurocomputing		Elsevier	0925-2312
615800	Computers in Industry		Elsevier	0166-3615
615822	Computers in Industry		Elsevier	0166-3615
615860	Computers in Industry		Elsevier	0166-3615
615873	JOURNAL OF COMMUNICATIONS AND NETWORKS			1229-2370
616004	Neurocomputing		Elsevier	0925-2312
616006	NEW MEDIA & SOCIETY			1461-4448
616031	NEW MEDIA & SOCIETY			1461-4448
616069	MANAGEMENT SCIENCE			0025-1909
616133	MANAGEMENT SCIENCE			0025-1909
616224	Neurocomputing		Elsevier	0925-2312
616226	BUSINESS PROCESS MANAGEMENT JOURNAL			1463-7154
616302	IEEE Transactions on Robotics			1552-3098
616380	BUSINESS PROCESS MANAGEMENT JOURNAL			1463-7154
616491	COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE			1687-5265
616560	Micromachines			
616601	MICROMACHINES			
616641	MICROMACHINES			2072-666X
616705	MICROMACHINES			
616727	MICROMACHINES			2072-666X
616743	MICROMACHINES			2072-666X
616767	MICROMACHINES			
616778	IJOPCD			
616804	TOPICS IN COGNITIVE SCIENCE			1756-8757
616811	TOPICS IN COGNITIVE SCIENCE			1756-8757
616912	TOPICS IN COGNITIVE SCIENCE			1756-8757
617036	TOPICS IN COGNITIVE SCIENCE			1756-8757
617083	TOPICS IN COGNITIVE SCIENCE			1756-8757
617266	NeuroImage		Academic Press	1053-8119
617318	NeuroImage		Academic Press	1053-8119
617355	Journal of Parallel and Distributed Computing		Academic Press	0743-7315
617372	NeuroImage		Academic Press	1053-8119
617375	NeuroImage		Academic Press	1053-8119
617440	NeuroImage		Academic Press	1053-8119
617487	NeuroImage		Academic Press	1053-8119
617500	Computer Graphics and Image Processing		Academic Press	0146-664X
617543	Journal of Parallel and Distributed Computing		Academic Press	0743-7315
617572	IJCNIS			
617574	NeuroImage		Academic Press	1053-8119
617613	NeuroImage		Academic Press	1053-8119
617614	NeuroImage		Academic Press	1053-8119
617618	NeuroImage		Academic Press	1053-8119
617626	NeuroImage		Academic Press	1053-8119
617672	NeuroImage		Academic Press	1053-8119
617685	NeuroImage		Academic Press	1053-8119
617696	NeuroImage		Academic Press	1053-8119
617717	NeuroImage		Academic Press	1053-8119
617719	NeuroImage		Academic Press	1053-8119
617721	NeuroImage		Academic Press	1053-8119
617756	NeuroImage		Academic Press	1053-8119
617781	NeuroImage		Academic Press	1053-8119
617805	NeuroImage		Academic Press	1053-8119
617827	NeuroImage		Academic Press	1053-8119
617837	NeuroImage		Academic Press	1053-8119
617887	NeuroImage		Academic Press	1053-8119
617933	NeuroImage		Academic Press	1053-8119
617970	NeuroImage		Academic Press	1053-8119
618001	NeuroImage		Academic Press	1053-8119
618012	NeuroImage		Academic Press	1053-8119
618042	NeuroImage		Academic Press	1053-8119
618054	NeuroImage		Academic Press	1053-8119
618118	JOURNAL OF DOCUMENTATION			0022-0418
618131	NeuroImage		Academic Press	1053-8119
618303	NeuroImage		Academic Press	1053-8119
618404	NeuroImage		Academic Press	1053-8119
618488	NeuroImage		Academic Press	1053-8119
618565	Computer Graphics and Image Processing		Academic Press	0146-664X
618573	NeuroImage		Academic Press	1053-8119
618730	NeuroImage		Academic Press	1053-8119
618759	IEEE Transactions on Engineering Management			0018-9391
618889	JOURNAL OF DOCUMENTATION			0022-0418
618893	NeuroImage		Academic Press	1053-8119
618908	NeuroImage		Academic Press	1053-8119
618918	IEEE Transactions on Engineering Management			0018-9391
619007	JOURNAL OF DOCUMENTATION			0022-0418
619056	NeuroImage		Academic Press	1053-8119
619065	IJCOPI			
619130	NeuroImage		Academic Press	1053-8119
619224	JOURNAL OF DOCUMENTATION			0022-0418
619258	JOURNAL OF DOCUMENTATION			0022-0418
619283	Computers & Industrial Engineering		Pergamon	0360-8352
619332	Computers & Industrial Engineering		Pergamon	0360-8352
619377	IEEE Transactions on Engineering Management			0018-9391
619403	Computer Graphics and Image Processing		Academic Press	0146-664X
619414	IEEE Transactions on Engineering Management			0018-9391
619429	Computers & Industrial Engineering		Pergamon	0360-8352
619467	IEEE Transactions on Engineering Management			0018-9391
619468	Computer Graphics and Image Processing		Academic Press	0146-664X
619531	IEEE Pervasive Computing			1536-1268
619726	EUROPEAN JOURNAL OF OPERATIONAL RESEARCH			0377-2217
619749	European Journal of Operational Research		North-Holland	0377-2217
620058	EUROPEAN JOURNAL OF OPERATIONAL RESEARCH			0377-2217
620096	EUROPEAN JOURNAL OF OPERATIONAL RESEARCH			0377-2217
620127	European Journal of Operational Research		North-Holland	0377-2217
620153	European Journal of Operational Research		North-Holland	0377-2217
620169	European Journal of Operational Research		North-Holland	0377-2217
620211	European Journal of Operational Research		North-Holland	0377-2217
620266	EUROPEAN JOURNAL OF OPERATIONAL RESEARCH			0377-2217
620336	European Journal of Operational Research		North-Holland	0377-2217
620404	European Journal of Operational Research		North-Holland	0377-2217
620429	European Journal of Operational Research		North-Holland	0377-2217
620439	EUROPEAN JOURNAL OF OPERATIONAL RESEARCH			0377-2217
620447	European Journal of Operational Research		North-Holland	0377-2217
620499	COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING			1093-9687
620507	COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING			1093-9687
620514	European Journal of Operational Research		North-Holland	0377-2217
620518	European Journal of Operational Research		North-Holland	0377-2217
620575	Information Sciences		Elsevier	0020-0255
620588	European Journal of Operational Research		North-Holland	0377-2217
620779	IEEE Access			2169-3536
620822	FUNDAMENTA INFORMATICAE			0169-2968
620826	IEEE Access			2169-3536
620828	FUNDAMENTA INFORMATICAE			0169-2968
620861	IEEE ACCESS			2169-3536
620960	IEEE ACCESS			2169-3536
620998	IEEE Communications Magazine			0163-6804
621029	IEEE Communications Magazine			0163-6804
621065	IEEE ACCESS			2169-3536
621159	IEEE Communications Magazine			0163-6804
621224	Signal Processing: Image Communication		Elsevier	0923-5965
621237	WEB INTELLIGENCE			2405-6456
621252	WEB INTELLIGENCE			2405-6456
621258	FUNDAMENTA INFORMATICAE			0169-2968
621315	IJKEDM			
621339	IEEE Communications Magazine			0163-6804
621369	Computer Methods and Programs in Biomedicine		Elsevier	0169-2607
621425	IEEE Communications Magazine			0163-6804
621429	IJGBL			
621484	J. Data and Information Quality			1936-1955
621609	Biomedical Signal Processing and Control		Elsevier	1746-8094
621664	IET Circuits, Devices & Systems			1751-858X
621700	Operations Research Letters		North-Holland	0167-6377
621719	Operations Research Letters		North-Holland	0167-6377
621855	IEEE Trans. Vis. Comput. Graph.			1941-0506
621873	Pervasive and Mobile Computing		Elsevier	1574-1192
621884	Pervasive and Mobile Computing		Elsevier	1574-1192
621912	Pervasive and Mobile Computing		Elsevier	1574-1192
621915	Pervasive and Mobile Computing		Elsevier	1574-1192
622008	FUTURE INTERNET			
622021	FUTURE INTERNET			
622070	SIAM JOURNAL ON CONTROL AND OPTIMIZATION			0363-0129
622129	SIAM JOURNAL ON CONTROL AND OPTIMIZATION			0363-0129
622144	SIAM JOURNAL ON CONTROL AND OPTIMIZATION			0363-0129
622145	SIAM JOURNAL ON CONTROL AND OPTIMIZATION			0363-0129
622157	SIAM JOURNAL ON CONTROL AND OPTIMIZATION			0363-0129
622191	FORMALIZED MATHEMATICS			1898-9934
622352	LIBRARY HI TECH			0737-8831
622397	JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE			0961-0006
622406	IJBM			
622410	JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE			0961-0006
622459	JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE			0961-0006
622536	JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE			0961-0006
622551	ELECTRONIC LIBRARY			0264-0473
622567	Pattern Analysis & Applications			1433-755X
622657	ELECTRONIC LIBRARY			0264-0473
622790	JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE			0961-0006
622796	JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE			0961-0006
622934	Intelligent Technologies for Interactive Entertainment			
622948	Neural Networks		Pergamon	0893-6080
622950	Neural Networks		Pergamon	0893-6080
623244	Neural Networks		Pergamon	0893-6080
623248	JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE			0961-0006
623336	SECURITY AND COMMUNICATION NETWORKS			1939-0114
623454	LIBRARY TRENDS			0024-2594
623470	ACM Transactions on Intelligent Systems and Technology (TIST) - Special Section on Visual Understanding with RGB-D Sensors			2157-6904
623536	SECURITY AND COMMUNICATION NETWORKS			1939-0114
623541	SECURITY AND COMMUNICATION NETWORKS			1939-0114
623542	OPTIMIZATION METHODS & SOFTWARE			1055-6788
623609	OPTIMIZATION METHODS & SOFTWARE			1055-6788
623628	OPTIMIZATION METHODS & SOFTWARE			1055-6788
623638	OPTIMIZATION METHODS & SOFTWARE			1055-6788
623647	OPTIMIZATION METHODS & SOFTWARE			1055-6788
623672	SECURITY AND COMMUNICATION NETWORKS			1939-0114
623675	OPTIMIZATION METHODS & SOFTWARE			1055-6788
623684	OPTIMIZATION METHODS & SOFTWARE			1055-6788
623725	OPTIMIZATION METHODS & SOFTWARE			1055-6788
623732	Organization Science			1047-7039
623751	ORGANIZATION SCIENCE			1047-7039
623755	ORGANIZATION SCIENCE			1047-7039
623817	IJEHMC			
623828	SIAM JOURNAL ON SCIENTIFIC COMPUTING			1064-8275
623878	SIAM JOURNAL ON SCIENTIFIC COMPUTING			1064-8275
623889	SIAM JOURNAL ON SCIENTIFIC COMPUTING			1064-8275
623893	SIAM JOURNAL ON SCIENTIFIC COMPUTING			1064-8275
623917	JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS			0218-1266
623936	SIAM JOURNAL ON SCIENTIFIC COMPUTING			1064-8275
623980	SIAM JOURNAL ON SCIENTIFIC COMPUTING			1064-8275
624013	SIAM JOURNAL ON SCIENTIFIC COMPUTING			1064-8275
624046	SIAM JOURNAL ON SCIENTIFIC COMPUTING			1064-8275
624124	TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT			0953-7325
624164	TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT			0953-7325
624169	TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT			0953-7325
624176	TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT			0953-7325
624198	TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT			0953-7325
624245	JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS			0218-1266
624291	JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS			0218-1266
624402	SIAM JOURNAL ON MATHEMATICAL ANALYSIS			0036-1410
624455	JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS			0218-1266
624485	SIAM JOURNAL ON MATHEMATICAL ANALYSIS			0036-1410
624533	International Journal of Satellite Communications			1099-1247
624858	JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING			2090-0147
624864	NetMAHIB			2192-6670
624880	JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING			2090-0147
624881	JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING			2090-0147
624887	JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING			2090-0147
624893	JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING			2090-0147
624905	JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING			2090-0147
624922	International Journal of Information Management		Pergamon	0268-4012
624937	International Journal of Information Management		Pergamon	0268-4012
624984	Soft Computing - A Fusion of Foundations, Methodologies and Applications			1433-7479
625015	SYNTHESE			0039-7857
625052	ONLINE INFORMATION REVIEW			1468-4527
625101	IET Networks			2047-4954
625124	IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems			0278-0070
625138	SYNTHESE			0039-7857
625186	EDUCATION FOR INFORMATION			0167-8329
625192	IJMLO			
625208	Journal of Complexity		Academic Press	0885-064X
625246	Soft Computing - A Fusion of Foundations, Methodologies and Applications			1433-7479
625255	BRAIN CONNECTIVITY			2158-0014
625329	Soft Computing - A Fusion of Foundations, Methodologies and Applications			1433-7479
625371	SYNTHESE			0039-7857
625392	JOURNAL OF MACHINE LEARNING RESEARCH			1532-4435
625442	ONLINE INFORMATION REVIEW			1468-4527
625476	IJGUC			
625480	IEEE Transactions on Geoscience and Remote Sensing			0196-2892
625627	IEEE Transactions on Circuits and Systems II: Express Briefs			1549-7747
625685	IEEE Transactions on Geoscience and Remote Sensing			0196-2892
625701	IEEE Transactions on Geoscience and Remote Sensing			0196-2892
625717	IEEE Transactions on Circuits and Systems I: Regular Papers			1549-8328
625720	IEEE Transactions on Circuits and Systems II: Express Briefs			1549-7747
625747	Transactions on Automatic Control			0018-9286
625851	Computer Communications		Elsevier	0140-3664
625900	Electronic Notes in Discrete Mathematics		North-Holland	1571-0653
625968	Electronic Notes in Discrete Mathematics		North-Holland	1571-0653
626033	QUANTUM INFORMATION & COMPUTATION			1533-7146
626036	QUANTUM INFORMATION & COMPUTATION			1533-7146
626046	Electronic Notes in Discrete Mathematics		North-Holland	1571-0653
626100	KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS			1976-7277
626233	KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS			1976-7277
626245	Proceedings of the IEEE			0018-9219
626330	KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS			1976-7277
626340	KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS			1976-7277
626565	Eurographics			
626567	IEEE Transactions on Circuits and Systems I: Regular Papers			1549-8328
626615	IEEE Transactions on Circuits and Systems I: Regular Papers			1549-8328
626666	Knowledge-Based Systems		Elsevier	0950-7051
626703	Computer Communications		Elsevier	0140-3664
626721	Computer Communications		Elsevier	0140-3664
626909	KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS			1976-7277
627026	Applied Mathematics and Computation		Elsevier	0096-3003
627051	Applied Mathematics and Computation		Elsevier	0096-3003
627122	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION			2220-9964
627124	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION			
627149	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION			2220-9964
627250	COMBINATORICS PROBABILITY & COMPUTING			0963-5483
627330	PLOS COMPUTATIONAL BIOLOGY			1553-734X
627333	Information Processing Letters		Elsevier	0020-0190
627428	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION			
627467	IJIDE			
627480	PLOS COMPUTATIONAL BIOLOGY			
627572	PLOS COMPUTATIONAL BIOLOGY			1553-7358
627596	Computers, Environment and Urban Systems		Pergamon	0198-9715
627603	Computers, Environment and Urban Systems		Pergamon	0198-9715
627663	PLOS COMPUTATIONAL BIOLOGY			1553-7358
627710	Computers, Environment and Urban Systems		Pergamon	0198-9715
627765	PLOS COMPUTATIONAL BIOLOGY			1553-7358
627960	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION			
627964	EAI Endorsed Trans. Cognitive Communications			
627965	IJCAET			
628029	ALGORITHMS			
628041	ALGORITHMS			Algorithms 2015, 8(3), 680-696
628063	ALGORITHMS			1999-4893
628174	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS			1064-1246
628264	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS			1064-1246
628290	Computers & Geosciences		Pergamon	0098-3004
628304	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS			1064-1246
628365	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS			1064-1246
628440	Computers & Geosciences		Pergamon	0098-3004
628465	Swarm and Evolutionary Computation		Elsevier	2210-6502
628506	Swarm and Evolutionary Computation		Elsevier	2210-6502
628517	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS			1064-1246
628527	Swarm and Evolutionary Computation		Elsevier	2210-6502
628541	Swarm and Evolutionary Computation		Elsevier	2210-6502
628587	Computers & Geosciences		Pergamon	0098-3004
628724	PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART I-JOURNAL OF SYSTEMS AND CONTROL ENGINEERING			0959-6518
628749	BEHAVIOUR & INFORMATION TECHNOLOGY			0144-929X
628752	BEHAVIOUR & INFORMATION TECHNOLOGY			0144-929X
628753	PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART I-JOURNAL OF SYSTEMS AND CONTROL ENGINEERING			0959-6518
628772	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS			1064-1246
629032	IJHPCN			
629100	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS			1064-1246
629193	BIOINFORMATICS			1367-4803
629207	Computers & Geosciences		Pergamon	0098-3004
629249	BIOINFORMATICS			1367-4803
629276	BIOINFORMATICS			1367-4803
629420	BIOINFORMATICS			1367-4803
629458	BIOINFORMATICS			1367-4803
629670	BIOINFORMATICS			1367-4803
629683	BIOINFORMATICS			1367-4803
629707	BIOINFORMATICS			1367-4803
629712	BIOINFORMATICS			1367-4803
629849	BIOINFORMATICS			1367-4803
629850	BIOINFORMATICS			1367-4803
629920	Journal of Network and Computer Applications		Academic Press	1084-8045
629990	The Visual Computer: International Journal of Computer Graphics			1432-2315
630043	MATHEMATICAL LOGIC QUARTERLY			0942-5616
630155	Journal of Approximation Theory		Academic Press	0021-9045
630200	IET Image Processing			1751-9659
630231	IET Image Processing			1751-9659
630252	IET Image Processing			1751-9659
630311	IEEE Transactions on Multi-Scale Computing Systems			
630334	Journal of Network and Computer Applications		Academic Press	1084-8045
630341	Adv. in MM			1687-5680
630368	IJIRR			
630464	IJIIT			
630593	PARALLEL PROCESSING LETTERS			0129-6264
630598	PARALLEL PROCESSING LETTERS			0129-6264
630599	PARALLEL PROCESSING LETTERS			0129-6264
630680	Robotics and Autonomous Systems		North-Holland	0921-8890
630702	IEEE Transactions on Very Large Scale Integration (VLSI) Systems			1063-8210
630723	Robotics and Autonomous Systems		North-Holland	0921-8890
630781	Journal of Web Semantics		Elsevier	1570-8268
630861	IEEE Transactions on Very Large Scale Integration (VLSI) Systems			1063-8210
630954	IEEE Transactions on Very Large Scale Integration (VLSI) Systems			1063-8210
630955	MULTISCALE MODELING & SIMULATION			1540-3459
631058	MULTISCALE MODELING & SIMULATION			1540-3459
631095	Annual Reviews in Control		Pergamon	1367-5788
631141	IEEE Intelligent Transportation Systems Magazine			1939-1390
631164	CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE			1532-0626
631259	SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS			1536-0040
631277	SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS			1536-0040
631293	SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS			1536-0040
631340	CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE			1532-0626
631343	CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE			1532-0626
631364	SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS			1536-0040
631385	SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS			1536-0040
631398	SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS			1536-0040
631413	SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS			1536-0040
631454	CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE			1532-0626
631467	SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS			1536-0040
