id	parent_paper	child_paper
2821	2488340	173799
2822	2489456	2027546
2823	2491147	2829913
2824	2491147	4460922
2825	2491147	1215506
2826	2491764	242588
2827	2493512	2901089
2828	2498184	4452222
2829	2499230	2110305
2830	2499838	3062481
2831	2502310	1725168
2832	2502310	426090
2833	2505556	656733
2834	2506524	1917088
2835	2506524	1015854
2836	2510672	823572
2837	2512855	3302625
2838	2513708	554125
2839	2514374	1397624
2840	2514497	1115707
2841	2517347	2241309
2842	2517449	955393
2843	2517801	1827005
2844	2518189	812924
2845	2518988	1612184
2846	2519248	1668366
2847	2519576	2010338
2848	2520067	81366
2849	2520110	1885655
2850	2520110	2389020
2851	2520146	1955375
2852	2520221	661402
2853	2520305	2011332
2854	2521144	1369278
2855	2521433	3044438
2856	2521829	1232113
2857	2521829	1743629
2858	2522184	2047006
2859	2522505	1277416
2860	2523901	2947033
2861	2524580	396995
2862	2524859	1734739
2863	2526537	2266749
2864	2526740	2354852
2865	2527113	2416983
2866	2527618	1359906
2867	2528042	3052283
2868	2528489	1534957
2869	2528489	3026063
2870	2528538	3369600
2871	2529206	932148
2872	2529331	1838255
2873	2529806	3018116
2874	2530993	823572
2875	2530993	3009557
2876	2534848	1955375
2877	2534848	1418131
2878	2534848	138144
2879	2536615	1955375
2880	2536615	1516697
2881	2537001	2151948
2882	2537907	956597
2883	2539187	872423
2884	2539926	975977
2885	2540206	1125998
2886	2540206	1071419
2887	2540464	516195
2888	2540552	876660
2889	2540810	3118982
2890	2540997	2540997
2891	2541787	2952113
2892	2542309	673418
2893	2543094	2543094
2894	2543094	2543094
2895	2543364	988458
2896	2543364	1235384
2897	2543458	305180
2898	2544108	3055125
2899	2544108	1818799
2900	2544758	448491
2901	2545626	2463410
2902	2545837	646093
2903	2546031	71103
2904	2546031	2389020
2905	2546894	1093348
2906	2546894	1870811
2907	2546894	1511963
2908	2546914	2228359
2909	2546954	1570329
2910	2550480	2324339
2911	2550823	917960
2912	2551020	1955375
2913	2551893	591656
2914	2552522	2347412
2915	2552558	1955375
2916	2552558	3056452
2917	2552976	2416983
2918	2552976	2256520
2919	2553226	603082
2920	2553226	856812
2921	2553554	2888717
2922	2553554	2858489
2923	2553646	2513729
2924	2553646	2001478
2925	2554269	1208222
2926	2554842	2965767
2927	2555090	1801675
2928	2556142	1220881
2929	2556142	996176
2930	2557611	497266
2931	2557611	341992
2932	2557666	658371
2933	2557895	2065469
2934	2557895	247806
2935	2558155	249441
2936	2558774	370974
2937	2558808	173799
2938	2558844	2280654
2939	2559172	2355149
2940	2559172	1955375
2941	2562568	3297133
2942	2563497	557474
2943	2563517	3300296
2944	2563622	2479613
2945	2563733	2923348
2946	2564699	2241501
2947	2565217	468886
2948	2567682	577831
2949	2567785	109526
2950	2568610	1806550
2951	2569193	1346833
2952	2569659	2888774
2953	2570180	1653310
2954	2571300	50651
2955	2572000	669338
2956	2572975	1433207
2957	2573196	519176
2958	2573196	3074614
2959	2573514	2936079
2960	2573514	1703021
2961	2573914	2235160
2962	2573993	1140127
2963	2574924	1804585
2964	2574924	2355678
2965	2574927	465552
2966	2576007	656733
2967	2577142	1338498
2968	2577498	1702467
2969	2578836	693926
2970	2579187	3018116
2971	2580469	1735021
2972	2580705	3154218
2973	2580828	850753
2974	2580835	1844135
2975	2581019	2033191
2976	2581639	3042813
2977	2581666	1441413
2978	2581893	413870
2979	2582072	1742023
2980	2582072	1422876
2981	2584245	106928
2982	2584444	2706718
2983	2584520	74603
2984	2584520	3080725
2985	2584619	201513
2986	2585865	2916581
2987	2585915	3052342
2988	2586256	1241404
2989	2586486	2266475
2990	2587226	1758943
2991	2587941	2814491
2992	2587941	2587941
2993	2587941	643268
2994	2588355	2228288
2995	2589350	2888368
2996	2589837	1325803
2997	2590867	2888368
2998	2591193	2591193
2999	2591193	2591193
3000	2591296	3019408
3001	2591503	851276
3002	2591633	3070174
3003	2595344	2027915
3004	2595963	1129161
3005	2596196	2353067
3006	2596409	955237
3007	2596409	2319590
3008	2596464	1174131
3009	2596886	1587740
3010	2596968	203176
3011	2597613	940538
3012	2598330	1120060
3013	2598343	889992
3014	2598870	885871
3015	2599869	350335
3016	2600241	700455
3017	2602037	627180
3018	2602226	3564040
3019	2602248	666227
3020	2603014	1049547
3021	2605573	1813059
3022	2606489	1961045
3023	2606966	1818799
3024	2606966	1865863
3025	2607980	2086970
3026	2608265	275121
3027	2608265	1937828
3028	2609073	2842622
3029	2609096	1121488
3030	2609105	1419344
3031	2609181	231749
3032	2609874	755836
3033	2609874	217065
3034	2612432	3564002
3035	2613770	2295658
3036	2614221	1968881
3037	2614748	1962394
3038	2615614	2135691
3039	2615821	259008
3040	2615821	722826
3041	2617101	1950352
3042	2617604	1016692
3043	2618479	1521123
3044	2618513	1398087
3045	2618513	1664723
3046	2618652	1358536
3047	2618695	933583
3048	2618875	290673
3049	2620689	60601
3050	2621355	939429
3051	2622181	1706423
3052	2622267	2981493
3053	2622466	1818799
3054	2622514	553211
3055	2622955	440086
3056	2622955	508033
3057	2624493	666227
3058	2624568	160402
3059	2624625	2190092
3060	2624932	2368541
3061	2625173	3018116
3062	2625403	2796566
3063	2625751	62106
3064	2628338	471939
3065	2629946	961952
3066	2631447	2458285
3067	2631448	2887716
3068	2632135	702131
3069	2632135	235588
3070	2632268	1583574
3071	2633325	302738
3072	2633524	763483
3073	2634967	59727
3074	2635537	1281844
3075	2637788	1035025
3076	2639511	2956647
3077	2639511	960766
3078	2641151	687522
3079	2641346	331949
3080	2641964	1487561
3081	2647569	710812
3082	2649860	2002324
3083	2652036	2992421
3084	2652129	252115
3085	2653872	854643
3086	2653872	1409959
3087	2654163	2022768
3088	2655686	2888774
3089	2657912	1641840
3090	2659511	288358
3091	2659583	2174458
3092	2660878	379190
3093	2661375	3070174
3094	2664131	2262751
3095	2666091	2286540
3096	2666776	2266749
3097	2666984	141262
3098	2667910	2667910
3099	2669006	1818799
3100	2669006	673565
3101	2669074	1593437
3102	2669353	2383213
3103	2675022	2383443
3104	2675122	789282
3105	2679024	1101644
3106	2679024	2289353
3107	2679109	718269
3108	2680275	1703396
3109	2680275	562523
3110	2680719	812273
3111	2681158	1838860
3112	2681241	1604213
3113	2681514	874589
3114	2681809	62076
3115	2682981	1148133
3116	2685537	3539795
3117	2685537	2385504
3118	2685707	182027
3119	2686350	295132
3120	2688883	1955375
3121	2689878	1618791
3122	2693077	808668
3123	2693321	1238333
3124	2693787	611988
3125	2694560	4937029
3126	2695019	1261013
3127	2695340	798173
3128	2695441	1955375
3129	2695781	1955375
3130	2703699	979922
3131	2704699	1723199
3132	2705247	2730055
3133	2707199	572358
3134	2707199	565793
3135	2711778	2007391
3136	2711778	1202563
3137	2716839	751400
3138	2717114	2147764
3139	2717249	1924553
3140	2717444	264733
3141	2717530	1364785
3142	2718753	1322406
3143	2720684	415328
3144	2722880	1209159
3145	2724494	781761
3146	2724590	2394998
3147	2726782	325162
3148	2726935	2929255
3149	2726935	1955375
3150	2727299	2303912
3151	2727447	4432471
3152	2727447	70924
3153	2733115	1115707
3154	2733796	527703
3155	2735277	1111255
3156	2735972	1044290
3157	2736360	2814617
3158	2736455	2736455
3159	2736455	3564040
3160	2736793	604465
3161	2739684	1688247
3162	2740237	1102040
3163	2740237	2289353
3164	2740720	2946606
3165	2741801	330608
3166	2741987	2961389
3167	2742643	2931726
3168	2743615	1422876
3169	2744017	3000083
3170	2744720	2566281
3171	2745039	431611
3172	2745180	958793
3173	2745477	2047006
3174	2746135	2925396
3175	2746937	4496681
3176	2747946	591656
3177	2748141	1818799
3178	2748266	1747352
3179	2748635	2131843
3180	2749764	2021276
3181	2751423	1415806
3182	2752733	2815399
3183	2752733	603050
3184	2753340	1593437
3185	2755498	2755498
3186	2756094	1083005
3187	2756660	1347756
3188	2758628	981013
3189	2760592	731653
3190	2762968	1925434
3191	2763409	2260923
3192	2763670	1051361
3193	2764493	2922807
3194	2764493	2887716
3195	2765221	956597
3196	2765370	1856928
3197	2766002	3012339
3198	2767343	116225
3199	2767343	2262751
3200	2767714	1742023
3201	2767989	2019301
3202	2769961	64624
3203	2772348	2016266
3204	2773945	735481
3205	2774580	4439915
3206	2774991	383954
3207	2775247	2003600
3208	2775300	2984806
3209	2775466	2775466
3210	2776330	169739
3211	2776364	1844135
3212	2776923	1071419
3213	2777107	3074614
3214	2777335	3004388
3215	2778317	502575
3216	2778684	1939792
3217	2779177	1638444
3218	2779177	1172378
3219	2779451	926861
3220	2780907	1955375
3221	2781114	124584
3222	2781114	695934
3223	2781780	95930
3224	2781889	3048393
3225	2782436	168770
3226	2782955	4439320
3227	2783255	934748
3228	2783388	2395152
3229	2783649	1427726
3230	2783809	2866960
3231	2783904	2897076
3232	2783904	522827
3233	2784970	1147409
3234	2785206	869372
3235	2785206	2903612
3236	2785718	2785718
3237	2786758	151173
3238	2787826	757049
3239	2788903	1008552
3240	2789580	257747
3241	2789629	1431770
3242	2791246	235641
3243	2791596	2837782
3244	2791618	799268
3245	2793431	1813584
3246	2793913	912401
3247	2793913	1431770
3248	2795929	2822701
3249	2796361	1146114
3250	2796960	1716275
3251	2797799	2797799
3252	2797799	2797799
3253	2798095	235641
3254	2801221	622426
3255	2802051	2821907
3256	2804804	2866009
3257	2804945	173799
3258	2807893	2197640
3259	2809219	1813584
3260	2809219	1813584
3261	2811170	2815399
3262	2811427	2209627
3263	2814023	2813787
3264	2816493	2854658
3265	2819568	2791712
3266	2822630	2821713
3267	2823059	2821907
3268	2828237	981459
3269	2828416	3395972
3270	2829446	2007391
3271	2829783	2854658
3272	2830210	2815399
3273	2830210	2814491
3274	2830737	94606
3275	2830870	561634
3276	2830870	561634
3277	2831367	2853915
3278	2831613	2854658
3279	2831725	2808937
3280	2832646	2832646
3281	2832747	1950004
3282	2834419	2823295
3283	2834531	387448
3284	2835753	2330769
3285	2836062	2895973
3286	2836062	2790299
3287	2841516	1674883
3288	2842622	2324961
3289	2844079	2804979
3290	2844879	369916
3291	2847970	2854658
3292	2850313	2866181
3293	2850890	1060779
3294	2851445	2264475
3295	2851633	2821907
3296	2852135	2295658
3297	2852569	1315646
3298	2852659	554633
3299	2854891	936701
3300	2854896	1060779
3301	2855257	973982
3302	2856267	2839951
3303	2858784	27020
3304	2859540	2392343
3305	2860705	2810089
3306	2861323	1060779
3307	2861323	1832874
3308	2863439	719932
3309	2864399	173799
3310	2864427	2901989
3311	2865205	4445320
3312	2866249	2824463
3313	2867483	1599939
3314	2868606	981459
3315	2869039	2897076
3316	2869129	772399
3317	2869369	2245809
3318	2873133	310148
3319	2873281	671505
3320	2876548	2901751
3321	2877954	719932
3322	2879555	2848926
3323	2879555	2879555
3324	2879908	351856
3325	2880316	1173104
3326	2880531	2416983
3327	2880762	2880762
3328	2882620	2791618
3329	2883174	3431557
3330	2883211	113937
3331	2883901	3067810
3332	2884376	2075398
3333	2886807	2793491
3334	2887401	3070174
3335	2887809	236045
3336	2890707	369916
3337	2893153	237642
3338	2893437	2810059
3339	2893755	504358
3340	2895973	729448
3341	2896501	2895973
3342	2897184	574652
3343	2897809	175165
3344	2898109	565385
3345	2899239	1095446
3346	2901006	2801599
3347	2901089	475922
3348	2901499	696826
3349	2901499	2878932
3350	2902262	1236373
3351	2903774	2824109
3352	2904105	92117
3353	2905533	1981563
3354	2906064	2295658
3355	2907774	2307815
3356	2907774	70114
3357	2910020	469190
3358	2912941	3019778
3359	2913524	201130
3360	2914568	1740255
3361	2914568	63843
3362	2915483	2867285
3363	2916535	1955375
3364	2917025	2295658
3365	2917078	71664
3366	2917078	1503644
3367	2917926	611988
3368	2917932	1425937
3369	2920195	1955375
3370	2920982	27020
3371	2922158	795921
3372	2923420	432983
3373	2923463	1655678
3374	2923463	1716275
3375	2925447	2416983
3376	2925866	2489876
3377	2926730	881039
3378	2927028	1219697
3379	2927610	2186680
3380	2927610	1085622
3381	2928510	1464749
3382	2928565	822482
3383	2929255	1955375
3384	2934282	352391
3385	2934637	868677
3386	2934683	1062861
3387	2935374	1277416
3388	2936412	851958
3389	2936630	339942
3390	2937669	1195680
3391	2938792	2489591
3392	2938997	242539
3393	2938997	1296111
3394	2939004	2939004
3395	2940024	2928437
3396	2940677	2433162
3397	2941060	250549
3398	2941400	2439604
3399	2941446	1802727
3400	2941746	428820
3401	2942152	74871
3402	2942943	2336156
3403	2945147	396084
3404	2945987	1137029
3405	2946336	2331664
3406	2946770	869011
3407	2946921	702777
3408	2947033	64491
3409	2947607	2419577
3410	2951924	902317
3411	2951990	956597
3412	2952514	1955375
3413	2952514	1589771
3414	2953336	1955375
3415	2953336	2398804
3416	2955574	1277416
3417	2955643	2894399
3418	2956048	1528553
3419	2956849	2281442
3420	2957873	820762
3421	2959823	1533532
3422	2961336	1271305
3423	2961429	2059718
3424	2961450	3118982
3425	2961922	1679115
3426	2961969	2364558
3427	2962342	823572
3428	2962436	2962436
3429	2962471	929756
3430	2962753	775615
3431	2962797	2897076
3432	2963029	589659
3433	2963236	548719
3434	2963584	1955375
3435	2963715	403759
3436	2963780	2951990
3437	2963780	956597
3438	2964221	1303254
3439	2964499	2059718
3440	2964707	168990
3441	2965093	2052726
3442	2965767	1575744
3443	2966709	850876
3444	2968069	1906010
3445	2970402	235588
3446	2970837	1225613
3447	2971303	1955375
3448	2971360	2862061
3449	2971382	2196270
3450	2972239	2328270
3451	2972239	2135691
3452	2972486	456300
3453	2972589	1583659
3454	2973120	564190
3455	2975725	1068606
3456	2975774	1955375
3457	2975886	1571335
3458	2977048	2962102
3459	2977957	2936295
3460	2978048	1378625
3461	2978931	1207136
3462	2979414	689369
3463	2979414	354921
3464	2979414	2979414
3465	2979414	2979414
3466	2980004	2313405
3467	2980049	3007997
3468	2980131	4432471
3469	2981176	1955375
3470	2981233	1955375
3471	2981277	1708106
3472	2981493	154521
3473	2981916	333307
3474	2982082	1955375
3475	2983564	4492996
3476	2983907	989385
3477	2984549	291774
3478	2986037	447875
3479	2986894	1521410
3480	2988369	661425
3481	2988369	1278300
3482	2988460	2897076
3483	2988926	2047006
3484	2989961	2897076
3485	2990033	1937230
3486	2990033	2328270
3487	2990687	2856515
3488	2990726	2135691
3489	2990823	2803369
3490	2991135	2991931
3491	2991728	1253236
3492	2994354	194640
3493	2994369	2429342
3494	2997888	2852840
3495	2997927	2463410
3496	2997936	964896
3497	2999563	312913
3498	3000083	454838
3499	3000287	2990793
3500	3001357	221325
3501	3002095	922910
3502	3002984	924933
3503	3003333	802532
3504	3003574	703796
3505	3004388	749132
3506	3004833	153463
3507	3004900	2925282
3508	3005023	1997818
3509	3005273	2963505
3510	3007266	714612
3511	3007448	608639
3512	3007509	687522
3513	3007533	3007533
3514	3007997	1829428
3515	3007997	2433845
3516	3008028	917250
3517	3008577	3014119
3518	3009391	2950577
3519	3010339	572180
3520	3010545	2898343
3521	3011217	2838274
3522	3011312	554125
3523	3011312	93911
3524	3011352	395487
3525	3013389	2007391
3526	3013912	2897076
3527	3014399	3054387
3528	3014399	3014399
3529	3014860	357825
3530	3014860	2279260
3531	3015218	648829
3532	3015235	2930634
3533	3015235	448420
3534	3015375	1441638
3535	3015412	369180
3536	3015456	966013
3537	3015456	520196
3538	3015979	993450
3539	3016021	4434467
3540	3016520	2925300
3541	3016721	2946491
3542	3017615	1740711
3543	3017629	1955375
3544	3018012	1624146
3545	3018021	1226122
3546	3018021	538863
3547	3019421	2513729
3548	3019508	1520436
3549	3019796	2858298
3550	3020081	76639
3551	3020206	2911344
3552	3020712	3482672
3553	3021270	2879674
3554	3021384	1462511
3555	3022103	71103
3556	3022103	1742023
3557	3022103	1172378
3558	3022103	2779177
3559	3022165	1818799
3560	3022245	2208582
3561	3022311	1095637
3562	3022336	968751
3563	3022372	443938
3564	3022448	1531174
3565	3022742	1920271
3566	3024531	1225863
3567	3026052	2859571
3568	3027914	993450
3569	3029650	295303
3570	3029708	2954309
3571	3029729	295132
3572	3030804	2769290
3573	3030804	817186
3574	3031245	87031
3575	3031552	659712
3576	3031987	1036723
3577	3032781	396995
3578	3032937	1334328
3579	3032976	473622
3580	3033160	2977048
3581	3033294	519087
3582	3033294	2256520
3583	3034030	2955504
3584	3034276	1716307
3585	3034327	2007391
3586	3034515	479549
3587	3034515	3034731
3588	3034920	1405626
3589	3035104	2104459
3590	3035542	1857081
3591	3036047	656733
3592	3036047	2911344
3593	3037253	2897076
3594	3037253	185430
3595	3037908	2897076
3596	3037974	3045807
3597	3038686	2419577
3598	3039466	2494884
3599	3039704	1833767
3600	3039868	494200
3601	3040189	2934219
3602	3040189	1056872
3603	3040508	2862768
3604	3040671	569016
3605	3040858	1104272
3606	3041892	1943212
3607	3042095	2286540
3608	3042219	444789
3609	3042256	727751
3610	3042256	1022651
3611	3042256	1559026
3612	3042590	440086
3613	3042894	1378625
3614	3043771	618215
3615	3043851	1503644
3616	3044669	403347
3617	3044753	1236373
3618	3044927	1186903
3619	3044965	3044965
3620	3045089	3045089
3621	3045121	435779
3622	3045579	4486733
3623	3045807	2398576
3624	3046031	2091461
3625	3046255	1426325
3626	3046331	463933
3627	3046882	2793740
3628	3047286	1816832
3629	3048299	554125
3630	3048315	1988705
3631	3049423	242539
3632	3049444	2452905
3633	3049567	1721096
3634	3049711	773806
3635	3049809	1861045
3636	3050142	3050142
3637	3050197	2250327
3638	3050500	3047015
3639	3051822	4434467
3640	3052424	1146114
3641	3052451	2905833
3642	3053004	1959188
3643	3053341	654024
3644	3053618	314381
3645	3054162	2836001
3646	3054387	3014399
3647	3054699	2900470
3648	3054940	3012879
3649	3055211	4432471
3650	3055574	1881309
3651	3055756	1955375
3652	3055760	3007997
3653	3056496	1499660
3654	3056673	395487
3655	3057776	2901068
3656	3057864	1008605
3657	3058036	1350279
3658	3058287	944060
3659	3058860	1102500
3660	3059319	1818799
3661	3059728	1614433
3662	3060249	2296822
3663	3061208	2295658
3664	3061605	918219
3665	3061605	1511963
3666	3062481	2295658
3667	3062703	312913
3668	3063279	71010
3669	3063882	1751474
3670	3064041	3064041
3671	3067710	2899692
3672	3071359	2402684
3673	3071539	896708
3674	3071687	2026222
3675	3071781	268526
3676	3074176	774987
3677	3074349	1545236
3678	3074614	2203038
3679	3075730	3070174
3680	3077570	532169
3681	3078693	427020
3682	3079174	2851932
3683	3079991	956597
3684	3080261	3074614
3685	3080261	2003600
3686	3080261	2851675
3687	3080450	119203
3688	3080842	913229
3689	3081389	166168
3690	3081501	3073694
3691	3081824	153391
3692	3082313	3074163
3693	3082670	322129
3694	3082675	1673932
3695	3082774	1840774
3696	3082984	894274
3697	3083148	268526
3698	3083191	444561
3699	3083205	856812
3700	3083205	2489591
3701	3083273	131780
3702	3084027	132125
3703	3084027	1123273
3704	3084217	2625274
3705	3084636	2998273
3706	3084656	1955375
3707	3084686	2981916
3708	3084960	3084960
3709	3084960	2814491
3710	3085568	554575
3711	3085568	3085568
3712	3086019	2547929
3713	3086298	918048
3714	3086489	3160009
3715	3086758	758116
3716	3086864	1735387
3717	3087131	3046289
3718	3087294	3035865
3719	3087581	174737
3720	3087624	1538186
3721	3088396	2785699
3722	3088508	812924
3723	3088749	1921799
3724	3089083	1275542
3725	3089117	1818799
3726	3089117	3036451
3727	3089387	539309
3728	3089433	79202
3729	3089531	1878190
3730	3089536	50651
3731	3090130	231749
3732	3090552	755836
3733	3090757	960635
3734	3091161	206810
3735	3091363	3443520
3736	3091636	1728308
3737	3092155	579566
3738	3092155	2879674
3739	3092408	572358
3740	3092525	1599939
3741	3092579	1829428
3742	3092732	1955375
3743	3097092	1271903
3744	3097197	2918327
3745	3097295	2494135
3746	3097311	1955375
3747	3097311	2929255
3748	3097315	1586761
3749	3097334	363970
3750	3097354	2224888
3751	3104107	2860531
3752	3104107	2328270
3753	3106229	2159795
3754	3116146	1622280
3755	3118377	489687
3756	3118535	195936
3757	3118906	2389020
3758	3120432	77016
3759	3120592	2221076
3760	3120881	1215506
3761	3122058	1060987
3762	3123411	990818
3763	3123468	2235443
3764	3123548	264733
3765	3123565	49429
3766	3123709	1287800
3767	3124480	691171
3768	3126079	1093348
3769	3127554	1629626
3770	3127627	1880135
3771	3128737	222391
3772	3129785	3234875
3773	3129785	204420
3774	3130374	1072515
3775	3130374	401361
3776	3130557	1793208
3777	3130557	2007017
3778	3131657	1757198
3779	3132150	1015595
3780	3132350	1717308
3781	3132353	2262344
3782	3132568	624657
3783	3132568	2911344
3784	3133321	2139383
3785	3141198	1816832
3786	3141686	2232335
3787	3147153	1441413
3788	3147220	3206976
3789	3147560	2871723
3790	3147987	4440185
3791	3147987	2050959
3792	3148259	371968
3793	3148259	3818757
3794	3152818	3226486
3795	3153462	1477990
3796	3154232	795432
3797	3167986	50651
3798	3172670	2579479
3799	3174987	572358
3800	3176800	1291538
3801	3177426	615932
3802	3178077	3451371
3803	3184863	1808526
3804	3184863	3154997
3805	3191300	2011332
3806	3194050	635691
3807	3196473	808203
3808	3198306	2394998
3809	3198326	2174543
3810	3200581	774951
3811	3202812	2846188
3812	3203114	1468115
3813	3205647	2338055
3814	3211506	2288921
3815	3212823	924116
3816	3218004	1825444
3817	3218086	2336239
3818	3220618	2568073
3819	3221551	3281388
3820	3223378	914761
3821	3224880	2033302
3822	3224880	1372573
3823	3225455	2275534
3824	3226414	1338498
3825	3228444	2744495
3826	3228501	603050
3827	3228501	1303337
3828	3230210	357542
3829	3230389	3011528
3830	3230526	1873457
3831	3231090	236121
3832	3231358	514304
3833	3231388	2882620
3834	3231693	1414158
3835	3232248	2038561
3836	3232495	979922
3837	3232519	1890324
3838	3232580	755836
3839	3233185	879182
3840	3234240	452354
3841	3234601	2314498
3842	3234731	1817512
3843	3235110	2122439
3844	3235170	771697
3845	3236767	1806665
3846	3239322	351891
3847	3239427	3239878
3848	3240175	3240643
3849	3240754	372812
3850	3240794	3239933
3851	3240800	1319851
3852	3241441	944845
3853	3241528	1905313
3854	3241566	361461
3855	3241592	2377966
3856	3241955	849081
3857	3242537	1124621
3858	3242616	3018116
3859	3242948	4441407
3860	3243437	1046097
3861	3243739	257993
3862	3243842	3404030
3863	3243878	4198485
3864	3243878	225764
3865	3243956	604864
3866	3244102	3035440
3867	3244540	1428405
3868	3245122	489586
3869	3245215	403991
3870	3245872	3080187
3871	3246193	885986
3872	3246558	2131890
3873	3246919	933372
3874	3247341	2916581
3875	3247421	3260844
3876	3247485	794410
3877	3247766	2469397
3878	3247766	1400108
3879	3248689	60601
3880	3249852	3076217
3881	3250219	295830
3882	3251396	2279244
3883	3251498	1747666
3884	3251498	2521020
3885	3252025	1955375
3886	3252055	3232730
3887	3253855	2441742
3888	3253870	2124623
3889	3253915	3253805
3890	3255351	55020
3891	3255567	2394119
3892	3256170	2821907
3893	3256468	1353153
3894	3256481	821779
3895	3258963	3258963
3896	3259434	3358936
3897	3259989	3398781
3898	3260748	1583995
3899	3260755	1496474
3900	3261379	1296992
3901	3261830	1494110
3902	3261831	1823899
3903	3261860	2449303
3904	3262041	1164596
3905	3264520	1873067
3906	3264520	3288593
3907	3265613	1955375
3908	3267318	2946606
3909	3267318	2849033
3910	3268053	3821943
3911	3268654	1460476
3912	3268812	1787271
3913	3279013	1576989
3914	3279258	2860531
3915	3280081	1516577
3916	3280888	3042813
3917	3280927	1108292
3918	3281002	1664291
3919	3281041	2619132
3920	3281041	247806
3921	3281041	2065469
3922	3281103	1629626
3923	3281662	1457586
3924	3281958	581987
3925	3282258	415751
3926	3282409	1984957
3927	3282462	1083938
3928	3282696	3042813
3929	3283058	2234267
3930	3283395	2581666
3931	3283395	1441413
3932	3283421	1889377
3933	3283723	3070174
3934	3284099	1871506
3935	3284181	3462771
3936	3284564	2114885
3937	3284719	1907708
3938	3284723	1033494
3939	3284723	2607980
3940	3287757	906856
3941	3287844	4460922
3942	3287868	3372534
3943	3287868	37866
3944	3287880	907974
3945	3288064	4496681
3946	3288593	3264520
3947	3289130	133688
3948	3289732	1681377
3949	3290419	1339226
3950	3290847	1871506
3951	3291470	3070174
3952	3291827	2414116
3953	3293473	2209424
3954	3293475	2372102
3955	3293479	1259497
3956	3293479	2860531
3957	3293488	789282
3958	3293682	752595
3959	3293682	650127
3960	3293710	2930316
3961	3293710	2282766
3962	3293767	572358
3963	3293767	2479613
3964	3293832	776623
3965	3293962	752595
3966	3294131	2481959
3967	3294401	2844290
3968	3294480	2463410
3969	3294480	2990726
3970	3294480	2328270
3971	3295019	359292
3972	3295476	3064343
3973	3295904	1584745
3974	3296049	1749185
3975	3297085	50651
3976	3297085	695563
3977	3297085	611988
3978	3297984	545778
3979	3298007	167592
3980	3298012	561315
3981	3298261	2323970
3982	3298554	413870
3983	3298618	403220
3984	3298725	1296083
3985	3298802	3078845
3986	3298860	2324339
3987	3299487	1237474
3988	3300212	1977349
3989	3300212	1553680
3990	3300332	927387
3991	3300332	958793
3992	3300691	1066073
3993	3300691	2551075
3994	3301108	508033
3995	3301392	2394998
3996	3303043	1093348
3997	3303314	1127860
3998	3303314	356202
3999	3303694	3303686
4000	3304030	1334328
4001	3304526	1004600
4002	3304899	3072870
4003	3305765	1848085
4004	3305809	1851557
4005	3305823	2617604
4006	3305939	1527197
4007	3306010	2923477
4008	3306091	862512
4009	3306266	1955375
4010	3306390	1674177
4011	3306474	4460922
4012	3306474	2400396
4013	3306633	520196
4014	3307111	2168807
4015	3307113	1955375
4016	3307491	2882620
4017	3307985	2918327
4018	3308650	1731188
4019	3308820	2075143
4020	3308820	357825
4021	3308820	2279260
4022	3309187	903773
4023	3309187	1816832
4024	3309312	735727
4025	3309659	2449303
4026	3310021	1927751
4027	3310021	47297
4028	3310439	1333170
4029	3310494	435779
4030	3310647	876842
4031	3313217	3313231
4032	3314797	621368
4033	3314930	1955375
4034	3315121	3045743
4035	3315158	2240214
4036	3316018	1063072
4037	3317018	1955375
4038	3317199	150948
4039	3317574	1950527
4040	3317793	1527197
4041	3317863	3074239
4042	3318118	2851675
4043	3318130	455906
4044	3320574	848267
4045	3321171	1193991
4046	3321569	646093
4047	3321627	467316
4048	3321728	1912903
4049	3322190	2552443
4050	3322205	2552443
4051	3322755	2463410
4052	3323158	2568654
4053	3324900	952234
4054	3325180	539678
4055	3325870	2006305
4056	3325984	2324961
4057	3326985	1818799
4058	3327252	1275716
4059	3327252	826459
4060	3327349	1103711
4061	3327419	2274119
4062	3327511	2463410
4063	3327875	1975797
4064	3328102	3328102
4065	3328954	3372908
4066	3331106	1468460
4067	3331852	749721
4068	3331868	1527197
4069	3332210	2443610
4070	3332556	1783704
4071	3332556	1447128
4072	3333220	1334328
4073	3333314	168990
4074	3333441	4435124
4075	3334742	156734
4076	3334742	1626953
4077	3334842	306004
4078	3335116	1605004
4079	3335250	842280
4080	3336448	114644
4081	3336753	1955375
4082	3337111	955237
4083	3337610	2523921
4084	3338068	3078047
4085	3338827	812924
4086	3338916	2897076
4087	3340090	1062861
4088	3340221	3436811
4089	3340437	1272113
4090	3340676	1316173
4091	3340706	1462248
4092	3341560	2479613
4093	3341969	1155139
4094	3343093	2167089
4095	3343231	2916581
4096	3343428	1572787
4097	3343746	1275542
4098	3343946	4198377
4099	3344111	806023
4100	3344326	3344326
4101	3344326	4151533
4102	3344651	3344651
4103	3344903	4496681
4104	3345098	313724
4105	3345516	2784734
4106	3346736	2463410
4107	3347754	1580119
4108	3347754	183544
4109	3348438	93788
4110	3348549	686732
4111	3348656	3453872
4112	3348656	156553
4113	3348719	2174458
4114	3348719	2289353
4115	3349277	4469277
4116	3349535	4257780
4117	3349570	1766602
4118	3351230	3351230
4119	3351534	669135
4120	3351701	149850
4121	3351835	892447
4122	3352143	2591789
4123	3352506	1047424
4124	3352506	3070174
4125	3352659	2158740
4126	3356185	1292852
4127	3356269	489687
4128	3356340	291925
4129	3356340	1555759
4130	3356657	2971049
